,Temp.Cat,unique.ID,Temp.C,K,Ambient_Nutrient,Species,Chamber.Channel,Run,umol.cm2.hr,log.rate,rate.type,Condition,individual.ID,Species.ID,Organism.ID
1493,30,P9_ND_30,30,303.15,Nutrient,Pad,9,6,72.99417646,4.303986394,Respiration,RespirationNutrient,P9_ND,P9_D,P9
1494,32,P9_ND_32,32,305.15,Nutrient,Pad,9,6,75.31489425,4.334868126,Respiration,RespirationNutrient,P9_ND,P9_D,P9
1495,34,P9_ND_34,34,307.15,Nutrient,Pad,9,6,72.24846022,4.293857227,Respiration,RespirationNutrient,P9_ND,P9_D,P9
1496,36,P9_ND_36,36,309.15,Nutrient,Pad,9,6,70.87332713,4.274905224,Respiration,RespirationNutrient,P9_ND,P9_D,P9
1497,39,P9_ND_39,39,312.15,Nutrient,Pad,9,6,56.34816568,4.049140858,Respiration,RespirationNutrient,P9_ND,P9_D,P9
1498,42,P9_ND_42,42,315.15,Nutrient,Pad,9,6,4.465336511,1.698425695,Respiration,RespirationNutrient,P9_ND,P9_D,P9
1499,16,U1_AD_16,16,289.15,Ambient,Ulv,1,1,21.24724847,3.102218337,Respiration,RespirationAmbient,U1_AD,U1_D,U1
1500,20,U1_AD_20,20,293.15,Ambient,Ulv,1,1,23.50003537,3.198674561,Respiration,RespirationAmbient,U1_AD,U1_D,U1
1501,22,U1_AD_22,22,295.15,Ambient,Ulv,1,1,31.16432336,3.470857868,Respiration,RespirationAmbient,U1_AD,U1_D,U1
1502,24,U1_AD_24,24,297.15,Ambient,Ulv,1,1,31.40382092,3.478276345,Respiration,RespirationAmbient,U1_AD,U1_D,U1
1503,26,U1_AD_26,26,299.15,Ambient,Ulv,1,1,25.73152041,3.285843409,Respiration,RespirationAmbient,U1_AD,U1_D,U1
1504,28,U1_AD_28,28,301.15,Ambient,Ulv,1,1,39.11269318,3.691692822,Respiration,RespirationAmbient,U1_AD,U1_D,U1
1505,30,U1_AD_30,30,303.15,Ambient,Ulv,1,1,34.38676322,3.56633783,Respiration,RespirationAmbient,U1_AD,U1_D,U1
1506,32,U1_AD_32,32,305.15,Ambient,Ulv,1,1,38.86670527,3.685541521,Respiration,RespirationAmbient,U1_AD,U1_D,U1
1507,34,U1_AD_34,34,307.15,Ambient,Ulv,1,1,45.24820578,3.834022669,Respiration,RespirationAmbient,U1_AD,U1_D,U1
1508,36,U1_AD_36,36,309.15,Ambient,Ulv,1,1,44.47114071,3.817077855,Respiration,RespirationAmbient,U1_AD,U1_D,U1
1509,39,U1_AD_39,39,312.15,Ambient,Ulv,1,1,58.35467045,4.083530811,Respiration,RespirationAmbient,U1_AD,U1_D,U1
1510,42,U1_AD_42,42,315.15,Ambient,Ulv,1,1,23.99477591,3.218666839,Respiration,RespirationAmbient,U1_AD,U1_D,U1
1511,16,U1_ND_16,16,289.15,Nutrient,Ulv,1,4,39.76068021,3.707717896,Respiration,RespirationNutrient,U1_ND,U1_D,U1
1512,20,U1_ND_20,20,293.15,Nutrient,Ulv,1,4,40.07183853,3.715322693,Respiration,RespirationNutrient,U1_ND,U1_D,U1
1513,22,U1_ND_22,22,295.15,Nutrient,Ulv,1,4,37.66803209,3.655013214,Respiration,RespirationNutrient,U1_ND,U1_D,U1
1514,24,U1_ND_24,24,297.15,Nutrient,Ulv,1,4,40.09483182,3.715882367,Respiration,RespirationNutrient,U1_ND,U1_D,U1
1515,26,U1_ND_26,26,299.15,Nutrient,Ulv,1,4,36.10361881,3.613714507,Respiration,RespirationNutrient,U1_ND,U1_D,U1
1516,28,U1_ND_28,28,301.15,Nutrient,Ulv,1,4,58.36270808,4.083666219,Respiration,RespirationNutrient,U1_ND,U1_D,U1
1517,30,U1_ND_30,30,303.15,Nutrient,Ulv,1,4,45.78381247,3.845537256,Respiration,RespirationNutrient,U1_ND,U1_D,U1
1518,32,U1_ND_32,32,305.15,Nutrient,Ulv,1,4,53.16840013,3.992097715,Respiration,RespirationNutrient,U1_ND,U1_D,U1
1519,34,U1_ND_34,34,307.15,Nutrient,Ulv,1,4,36.50212186,3.624397514,Respiration,RespirationNutrient,U1_ND,U1_D,U1
1520,36,U1_ND_36,36,309.15,Nutrient,Ulv,1,4,48.1514825,3.894907009,Respiration,RespirationNutrient,U1_ND,U1_D,U1
1521,39,U1_ND_39,39,312.15,Nutrient,Ulv,1,4,80.73526131,4.403485504,Respiration,RespirationNutrient,U1_ND,U1_D,U1
1522,42,U1_ND_42,42,315.15,Nutrient,Ulv,1,4,29.23604609,3.409034792,Respiration,RespirationNutrient,U1_ND,U1_D,U1
635,16,U1_NL_16,16,289.15,Nutrient,Ulv,1,14,399.0935424,5.991698376,Net Photosynthesis,Net PhotosynthesisNutrient,U1_NL,U1_L,U1
636,20,U1_NL_20,20,293.15,Nutrient,Ulv,1,14,506.9009195,6.230286388,Net Photosynthesis,Net PhotosynthesisNutrient,U1_NL,U1_L,U1
637,22,U1_NL_22,22,295.15,Nutrient,Ulv,1,14,566.1481854,6.340620619,Net Photosynthesis,Net PhotosynthesisNutrient,U1_NL,U1_L,U1
638,24,U1_NL_24,24,297.15,Nutrient,Ulv,1,14,538.156033,6.290005015,Net Photosynthesis,Net PhotosynthesisNutrient,U1_NL,U1_L,U1
639,26,U1_NL_26,26,299.15,Nutrient,Ulv,1,14,535.6003738,6.285253635,Net Photosynthesis,Net PhotosynthesisNutrient,U1_NL,U1_L,U1
640,28,U1_NL_28,28,301.15,Nutrient,Ulv,1,14,658.3518264,6.491257271,Net Photosynthesis,Net PhotosynthesisNutrient,U1_NL,U1_L,U1
641,30,U1_NL_30,30,303.15,Nutrient,Ulv,1,14,585.0785336,6.373453797,Net Photosynthesis,Net PhotosynthesisNutrient,U1_NL,U1_L,U1
642,32,U1_NL_32,32,305.15,Nutrient,Ulv,1,14,587.9522481,6.378345108,Net Photosynthesis,Net PhotosynthesisNutrient,U1_NL,U1_L,U1
643,34,U1_NL_34,34,307.15,Nutrient,Ulv,1,14,582.8468987,6.369638789,Net Photosynthesis,Net PhotosynthesisNutrient,U1_NL,U1_L,U1
644,36,U1_NL_36,36,309.15,Nutrient,Ulv,1,14,531.3035966,6.277213997,Net Photosynthesis,Net PhotosynthesisNutrient,U1_NL,U1_L,U1
645,39,U1_NL_39,39,312.15,Nutrient,Ulv,1,14,130.938111,4.882332957,Net Photosynthesis,Net PhotosynthesisNutrient,U1_NL,U1_L,U1
646,42,U1_NL_42,42,315.15,Nutrient,Ulv,1,14,-21.4429592,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,U1_NL,U1_L,U1
1523,16,U10_AD_16,16,289.15,Ambient,Ulv,10,1,20.25790303,3.056728734,Respiration,RespirationAmbient,U10_AD,U10_D,U10
1524,20,U10_AD_20,20,293.15,Ambient,Ulv,10,1,19.89420119,3.039471665,Respiration,RespirationAmbient,U10_AD,U10_D,U10
1525,22,U10_AD_22,22,295.15,Ambient,Ulv,10,1,29.35517839,3.412967125,Respiration,RespirationAmbient,U10_AD,U10_D,U10
1526,24,U10_AD_24,24,297.15,Ambient,Ulv,10,1,27.97462676,3.366420508,Respiration,RespirationAmbient,U10_AD,U10_D,U10
1527,26,U10_AD_26,26,299.15,Ambient,Ulv,10,1,41.41767181,3.747565063,Respiration,RespirationAmbient,U10_AD,U10_D,U10
1528,28,U10_AD_28,28,301.15,Ambient,Ulv,10,1,39.52621108,3.701948952,Respiration,RespirationAmbient,U10_AD,U10_D,U10
1529,30,U10_AD_30,30,303.15,Ambient,Ulv,10,1,37.70026418,3.655846426,Respiration,RespirationAmbient,U10_AD,U10_D,U10
1530,32,U10_AD_32,32,305.15,Ambient,Ulv,10,1,40.36092428,3.722336577,Respiration,RespirationAmbient,U10_AD,U10_D,U10
1531,34,U10_AD_34,34,307.15,Ambient,Ulv,10,1,46.41537209,3.858946482,Respiration,RespirationAmbient,U10_AD,U10_D,U10
1532,36,U10_AD_36,36,309.15,Ambient,Ulv,10,1,45.79306391,3.845734985,Respiration,RespirationAmbient,U10_AD,U10_D,U10
1533,39,U10_AD_39,39,312.15,Ambient,Ulv,10,1,53.9718323,4.006820914,Respiration,RespirationAmbient,U10_AD,U10_D,U10
1534,42,U10_AD_42,42,315.15,Ambient,Ulv,10,1,39.9654158,3.712728194,Respiration,RespirationAmbient,U10_AD,U10_D,U10
647,16,U10_AL_16,16,289.15,Ambient,Ulv,10,7,695.9544486,6.546720055,Net Photosynthesis,Net PhotosynthesisAmbient,U10_AL,U10_L,U10
648,20,U10_AL_20,20,293.15,Ambient,Ulv,10,7,718.1826585,6.578115371,Net Photosynthesis,Net PhotosynthesisAmbient,U10_AL,U10_L,U10
649,22,U10_AL_22,22,295.15,Ambient,Ulv,10,7,756.3832867,6.629869449,Net Photosynthesis,Net PhotosynthesisAmbient,U10_AL,U10_L,U10
650,24,U10_AL_24,24,297.15,Ambient,Ulv,10,7,895.3599163,6.798342025,Net Photosynthesis,Net PhotosynthesisAmbient,U10_AL,U10_L,U10
651,26,U10_AL_26,26,299.15,Ambient,Ulv,10,7,892.8581143,6.795547054,Net Photosynthesis,Net PhotosynthesisAmbient,U10_AL,U10_L,U10
652,28,U10_AL_28,28,301.15,Ambient,Ulv,10,7,826.5407558,6.718458358,Net Photosynthesis,Net PhotosynthesisAmbient,U10_AL,U10_L,U10
653,30,U10_AL_30,30,303.15,Ambient,Ulv,10,7,891.1430818,6.793626525,Net Photosynthesis,Net PhotosynthesisAmbient,U10_AL,U10_L,U10
654,32,U10_AL_32,32,305.15,Ambient,Ulv,10,7,883.6430045,6.785184179,Net Photosynthesis,Net PhotosynthesisAmbient,U10_AL,U10_L,U10
655,34,U10_AL_34,34,307.15,Ambient,Ulv,10,7,786.7101905,6.669130244,Net Photosynthesis,Net PhotosynthesisAmbient,U10_AL,U10_L,U10
656,36,U10_AL_36,36,309.15,Ambient,Ulv,10,7,935.48301,6.84213138,Net Photosynthesis,Net PhotosynthesisAmbient,U10_AL,U10_L,U10
657,39,U10_AL_39,39,312.15,Ambient,Ulv,10,7,444.7535511,6.099766223,Net Photosynthesis,Net PhotosynthesisAmbient,U10_AL,U10_L,U10
658,42,U10_AL_42,42,315.15,Ambient,Ulv,10,7,-71.93672084,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,U10_AL,U10_L,U10
1535,16,U10_ND_16,16,289.15,Nutrient,Ulv,10,4,25.02326231,3.258990842,Respiration,RespirationNutrient,U10_ND,U10_D,U10
1536,20,U10_ND_20,20,293.15,Nutrient,Ulv,10,4,32.04204904,3.497780964,Respiration,RespirationNutrient,U10_ND,U10_D,U10
1537,22,U10_ND_22,22,295.15,Nutrient,Ulv,10,4,23.9395453,3.216454708,Respiration,RespirationNutrient,U10_ND,U10_D,U10
1538,24,U10_ND_24,24,297.15,Nutrient,Ulv,10,4,36.7020744,3.629715117,Respiration,RespirationNutrient,U10_ND,U10_D,U10
1539,26,U10_ND_26,26,299.15,Nutrient,Ulv,10,4,6.661361457,2.036189704,Respiration,RespirationNutrient,U10_ND,U10_D,U10
1540,28,U10_ND_28,28,301.15,Nutrient,Ulv,10,4,25.4940526,3.276920278,Respiration,RespirationNutrient,U10_ND,U10_D,U10
1541,30,U10_ND_30,30,303.15,Nutrient,Ulv,10,4,35.52435157,3.597979204,Respiration,RespirationNutrient,U10_ND,U10_D,U10
1542,32,U10_ND_32,32,305.15,Nutrient,Ulv,10,4,26.84250956,3.326563974,Respiration,RespirationNutrient,U10_ND,U10_D,U10
1543,34,U10_ND_34,34,307.15,Nutrient,Ulv,10,4,16.51862038,2.863264337,Respiration,RespirationNutrient,U10_ND,U10_D,U10
1544,36,U10_ND_36,36,309.15,Nutrient,Ulv,10,4,34.81509703,3.578369509,Respiration,RespirationNutrient,U10_ND,U10_D,U10
1545,39,U10_ND_39,39,312.15,Nutrient,Ulv,10,4,49.27211677,3.917450585,Respiration,RespirationNutrient,U10_ND,U10_D,U10
1546,42,U10_ND_42,42,315.15,Nutrient,Ulv,10,4,61.80061914,4.139964932,Respiration,RespirationNutrient,U10_ND,U10_D,U10
659,16,U10_NL_16,16,289.15,Nutrient,Ulv,10,14,201.0110624,5.30832246,Net Photosynthesis,Net PhotosynthesisNutrient,U10_NL,U10_L,U10
660,20,U10_NL_20,20,293.15,Nutrient,Ulv,10,14,270.6417655,5.60448416,Net Photosynthesis,Net PhotosynthesisNutrient,U10_NL,U10_L,U10
661,22,U10_NL_22,22,295.15,Nutrient,Ulv,10,14,343.6900264,5.842645539,Net Photosynthesis,Net PhotosynthesisNutrient,U10_NL,U10_L,U10
662,24,U10_NL_24,24,297.15,Nutrient,Ulv,10,14,297.2607607,5.69796814,Net Photosynthesis,Net PhotosynthesisNutrient,U10_NL,U10_L,U10
663,26,U10_NL_26,26,299.15,Nutrient,Ulv,10,14,358.7031516,5.885279112,Net Photosynthesis,Net PhotosynthesisNutrient,U10_NL,U10_L,U10
664,28,U10_NL_28,28,301.15,Nutrient,Ulv,10,14,304.0019261,5.720318092,Net Photosynthesis,Net PhotosynthesisNutrient,U10_NL,U10_L,U10
665,30,U10_NL_30,30,303.15,Nutrient,Ulv,10,14,275.8870561,5.623609683,Net Photosynthesis,Net PhotosynthesisNutrient,U10_NL,U10_L,U10
666,32,U10_NL_32,32,305.15,Nutrient,Ulv,10,14,296.3536048,5.694922019,Net Photosynthesis,Net PhotosynthesisNutrient,U10_NL,U10_L,U10
667,34,U10_NL_34,34,307.15,Nutrient,Ulv,10,14,222.9704414,5.411514085,Net Photosynthesis,Net PhotosynthesisNutrient,U10_NL,U10_L,U10
668,36,U10_NL_36,36,309.15,Nutrient,Ulv,10,14,252.331505,5.534698927,Net Photosynthesis,Net PhotosynthesisNutrient,U10_NL,U10_L,U10
669,39,U10_NL_39,39,312.15,Nutrient,Ulv,10,14,160.2192519,5.082765252,Net Photosynthesis,Net PhotosynthesisNutrient,U10_NL,U10_L,U10
670,42,U10_NL_42,42,315.15,Nutrient,Ulv,10,14,-28.54335968,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,U10_NL,U10_L,U10
1547,16,U2_AD_16,16,289.15,Ambient,Ulv,2,1,18.83665945,2.987531713,Respiration,RespirationAmbient,U2_AD,U2_D,U2
1548,20,U2_AD_20,20,293.15,Ambient,Ulv,2,1,19.87419364,3.038513642,Respiration,RespirationAmbient,U2_AD,U2_D,U2
1549,22,U2_AD_22,22,295.15,Ambient,Ulv,2,1,29.1504708,3.406200538,Respiration,RespirationAmbient,U2_AD,U2_D,U2
1550,24,U2_AD_24,24,297.15,Ambient,Ulv,2,1,31.44579411,3.479570823,Respiration,RespirationAmbient,U2_AD,U2_D,U2
1551,26,U2_AD_26,26,299.15,Ambient,Ulv,2,1,46.17670682,3.853900271,Respiration,RespirationAmbient,U2_AD,U2_D,U2
1552,28,U2_AD_28,28,301.15,Ambient,Ulv,2,1,46.77035573,3.866405274,Respiration,RespirationAmbient,U2_AD,U2_D,U2
1553,30,U2_AD_30,30,303.15,Ambient,Ulv,2,1,44.58982536,3.819684564,Respiration,RespirationAmbient,U2_AD,U2_D,U2
1554,32,U2_AD_32,32,305.15,Ambient,Ulv,2,1,45.12051328,3.831257825,Respiration,RespirationAmbient,U2_AD,U2_D,U2
1555,34,U2_AD_34,34,307.15,Ambient,Ulv,2,1,60.80598255,4.124000165,Respiration,RespirationAmbient,U2_AD,U2_D,U2
1556,36,U2_AD_36,36,309.15,Ambient,Ulv,2,1,69.50622638,4.255701023,Respiration,RespirationAmbient,U2_AD,U2_D,U2
1557,39,U2_AD_39,39,312.15,Ambient,Ulv,2,1,66.8986059,4.218015503,Respiration,RespirationAmbient,U2_AD,U2_D,U2
1558,42,U2_AD_42,42,315.15,Ambient,Ulv,2,1,49.06261161,3.913274454,Respiration,RespirationAmbient,U2_AD,U2_D,U2
671,16,U2_AL_16,16,289.15,Ambient,Ulv,2,7,433.311621,6.073762297,Net Photosynthesis,Net PhotosynthesisAmbient,U2_AL,U2_L,U2
672,20,U2_AL_20,20,293.15,Ambient,Ulv,2,7,596.04981,6.392000544,Net Photosynthesis,Net PhotosynthesisAmbient,U2_AL,U2_L,U2
673,22,U2_AL_22,22,295.15,Ambient,Ulv,2,7,650.9739947,6.480004676,Net Photosynthesis,Net PhotosynthesisAmbient,U2_AL,U2_L,U2
674,24,U2_AL_24,24,297.15,Ambient,Ulv,2,7,748.407773,6.619283259,Net Photosynthesis,Net PhotosynthesisAmbient,U2_AL,U2_L,U2
675,26,U2_AL_26,26,299.15,Ambient,Ulv,2,7,771.0382615,6.64903411,Net Photosynthesis,Net PhotosynthesisAmbient,U2_AL,U2_L,U2
676,28,U2_AL_28,28,301.15,Ambient,Ulv,2,7,698.2135168,6.549956156,Net Photosynthesis,Net PhotosynthesisAmbient,U2_AL,U2_L,U2
677,30,U2_AL_30,30,303.15,Ambient,Ulv,2,7,871.0445547,6.770840517,Net Photosynthesis,Net PhotosynthesisAmbient,U2_AL,U2_L,U2
678,32,U2_AL_32,32,305.15,Ambient,Ulv,2,7,784.7719127,6.666666563,Net Photosynthesis,Net PhotosynthesisAmbient,U2_AL,U2_L,U2
679,34,U2_AL_34,34,307.15,Ambient,Ulv,2,7,725.901251,6.588790637,Net Photosynthesis,Net PhotosynthesisAmbient,U2_AL,U2_L,U2
680,36,U2_AL_36,36,309.15,Ambient,Ulv,2,7,729.4768233,6.593697504,Net Photosynthesis,Net PhotosynthesisAmbient,U2_AL,U2_L,U2
681,39,U2_AL_39,39,312.15,Ambient,Ulv,2,7,348.2159664,5.855690546,Net Photosynthesis,Net PhotosynthesisAmbient,U2_AL,U2_L,U2
682,42,U2_AL_42,42,315.15,Ambient,Ulv,2,7,-21.40521255,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,U2_AL,U2_L,U2
1559,16,U2_ND_16,16,289.15,Nutrient,Ulv,2,4,24.20470616,3.227030729,Respiration,RespirationNutrient,U2_ND,U2_D,U2
1560,20,U2_ND_20,20,293.15,Nutrient,Ulv,2,4,26.87043954,3.327566612,Respiration,RespirationNutrient,U2_ND,U2_D,U2
1561,22,U2_ND_22,22,295.15,Nutrient,Ulv,2,4,24.39149189,3.234414153,Respiration,RespirationNutrient,U2_ND,U2_D,U2
1562,24,U2_ND_24,24,297.15,Nutrient,Ulv,2,4,24.40259684,3.234851407,Respiration,RespirationNutrient,U2_ND,U2_D,U2
1563,26,U2_ND_26,26,299.15,Nutrient,Ulv,2,4,23.52118177,3.199537306,Respiration,RespirationNutrient,U2_ND,U2_D,U2
1564,28,U2_ND_28,28,301.15,Nutrient,Ulv,2,4,42.09320925,3.763365427,Respiration,RespirationNutrient,U2_ND,U2_D,U2
1565,30,U2_ND_30,30,303.15,Nutrient,Ulv,2,4,4.249137712,1.658063818,Respiration,RespirationNutrient,U2_ND,U2_D,U2
1566,32,U2_ND_32,32,305.15,Nutrient,Ulv,2,4,28.55235438,3.386163415,Respiration,RespirationNutrient,U2_ND,U2_D,U2
1567,34,U2_ND_34,34,307.15,Nutrient,Ulv,2,4,50.22231376,3.936175253,Respiration,RespirationNutrient,U2_ND,U2_D,U2
1568,36,U2_ND_36,36,309.15,Nutrient,Ulv,2,4,22.34441502,3.15035777,Respiration,RespirationNutrient,U2_ND,U2_D,U2
1569,39,U2_ND_39,39,312.15,Nutrient,Ulv,2,4,62.73084663,4.154668694,Respiration,RespirationNutrient,U2_ND,U2_D,U2
1570,42,U2_ND_42,42,315.15,Nutrient,Ulv,2,4,46.04150245,3.851030243,Respiration,RespirationNutrient,U2_ND,U2_D,U2
683,16,U2_NL_16,16,289.15,Nutrient,Ulv,2,14,258.6423067,5.55930494,Net Photosynthesis,Net PhotosynthesisNutrient,U2_NL,U2_L,U2
684,20,U2_NL_20,20,293.15,Nutrient,Ulv,2,14,351.0312985,5.863720088,Net Photosynthesis,Net PhotosynthesisNutrient,U2_NL,U2_L,U2
685,22,U2_NL_22,22,295.15,Nutrient,Ulv,2,14,365.7077885,5.904565314,Net Photosynthesis,Net PhotosynthesisNutrient,U2_NL,U2_L,U2
686,24,U2_NL_24,24,297.15,Nutrient,Ulv,2,14,379.269083,5.940879115,Net Photosynthesis,Net PhotosynthesisNutrient,U2_NL,U2_L,U2
687,26,U2_NL_26,26,299.15,Nutrient,Ulv,2,14,347.5895792,5.853895239,Net Photosynthesis,Net PhotosynthesisNutrient,U2_NL,U2_L,U2
688,28,U2_NL_28,28,301.15,Nutrient,Ulv,2,14,382.635589,5.949693115,Net Photosynthesis,Net PhotosynthesisNutrient,U2_NL,U2_L,U2
689,30,U2_NL_30,30,303.15,Nutrient,Ulv,2,14,373.8337039,5.926482471,Net Photosynthesis,Net PhotosynthesisNutrient,U2_NL,U2_L,U2
690,32,U2_NL_32,32,305.15,Nutrient,Ulv,2,14,370.386289,5.917242731,Net Photosynthesis,Net PhotosynthesisNutrient,U2_NL,U2_L,U2
691,34,U2_NL_34,34,307.15,Nutrient,Ulv,2,14,345.5493023,5.848025095,Net Photosynthesis,Net PhotosynthesisNutrient,U2_NL,U2_L,U2
692,36,U2_NL_36,36,309.15,Nutrient,Ulv,2,14,325.9363381,5.789765467,Net Photosynthesis,Net PhotosynthesisNutrient,U2_NL,U2_L,U2
693,39,U2_NL_39,39,312.15,Nutrient,Ulv,2,14,68.5062307,4.241416399,Net Photosynthesis,Net PhotosynthesisNutrient,U2_NL,U2_L,U2
694,42,U2_NL_42,42,315.15,Nutrient,Ulv,2,14,-34.39722833,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,U2_NL,U2_L,U2
1571,16,U3_AD_16,16,289.15,Ambient,Ulv,3,1,19.51775231,3.021290478,Respiration,RespirationAmbient,U3_AD,U3_D,U3
1572,20,U3_AD_20,20,293.15,Ambient,Ulv,3,1,17.70549605,2.928817387,Respiration,RespirationAmbient,U3_AD,U3_D,U3
1573,22,U3_AD_22,22,295.15,Ambient,Ulv,3,1,22.34797541,3.150510274,Respiration,RespirationAmbient,U3_AD,U3_D,U3
1574,24,U3_AD_24,24,297.15,Ambient,Ulv,3,1,23.3548303,3.192730199,Respiration,RespirationAmbient,U3_AD,U3_D,U3
1575,26,U3_AD_26,26,299.15,Ambient,Ulv,3,1,33.7501837,3.548184858,Respiration,RespirationAmbient,U3_AD,U3_D,U3
1576,28,U3_AD_28,28,301.15,Ambient,Ulv,3,1,32.96151332,3.525227922,Respiration,RespirationAmbient,U3_AD,U3_D,U3
1577,30,U3_AD_30,30,303.15,Ambient,Ulv,3,1,30.96506601,3.464643619,Respiration,RespirationAmbient,U3_AD,U3_D,U3
1578,32,U3_AD_32,32,305.15,Ambient,Ulv,3,1,30.16857364,3.439410332,Respiration,RespirationAmbient,U3_AD,U3_D,U3
1579,34,U3_AD_34,34,307.15,Ambient,Ulv,3,1,32.28637575,3.505148177,Respiration,RespirationAmbient,U3_AD,U3_D,U3
1580,36,U3_AD_36,36,309.15,Ambient,Ulv,3,1,38.86378637,3.685468302,Respiration,RespirationAmbient,U3_AD,U3_D,U3
1581,39,U3_AD_39,39,312.15,Ambient,Ulv,3,1,3.458820929,1.494884365,Respiration,RespirationAmbient,U3_AD,U3_D,U3
1582,42,U3_AD_42,42,315.15,Ambient,Ulv,3,1,36.4166678,3.622116268,Respiration,RespirationAmbient,U3_AD,U3_D,U3
695,16,U3_AL_16,16,289.15,Ambient,Ulv,3,7,597.1725529,6.393879262,Net Photosynthesis,Net PhotosynthesisAmbient,U3_AL,U3_L,U3
696,20,U3_AL_20,20,293.15,Ambient,Ulv,3,7,840.860856,6.735614746,Net Photosynthesis,Net PhotosynthesisAmbient,U3_AL,U3_L,U3
697,22,U3_AL_22,22,295.15,Ambient,Ulv,3,7,664.6204361,6.500719592,Net Photosynthesis,Net PhotosynthesisAmbient,U3_AL,U3_L,U3
698,24,U3_AL_24,24,297.15,Ambient,Ulv,3,7,781.4346941,6.662410461,Net Photosynthesis,Net PhotosynthesisAmbient,U3_AL,U3_L,U3
699,26,U3_AL_26,26,299.15,Ambient,Ulv,3,7,801.827954,6.688140437,Net Photosynthesis,Net PhotosynthesisAmbient,U3_AL,U3_L,U3
700,28,U3_AL_28,28,301.15,Ambient,Ulv,3,7,944.1240774,6.851316218,Net Photosynthesis,Net PhotosynthesisAmbient,U3_AL,U3_L,U3
701,30,U3_AL_30,30,303.15,Ambient,Ulv,3,7,842.6090574,6.737689185,Net Photosynthesis,Net PhotosynthesisAmbient,U3_AL,U3_L,U3
702,32,U3_AL_32,32,305.15,Ambient,Ulv,3,7,882.2622603,6.783622167,Net Photosynthesis,Net PhotosynthesisAmbient,U3_AL,U3_L,U3
703,34,U3_AL_34,34,307.15,Ambient,Ulv,3,7,930.8787585,6.837202719,Net Photosynthesis,Net PhotosynthesisAmbient,U3_AL,U3_L,U3
704,36,U3_AL_36,36,309.15,Ambient,Ulv,3,7,895.4991777,6.798497376,Net Photosynthesis,Net PhotosynthesisAmbient,U3_AL,U3_L,U3
705,39,U3_AL_39,39,312.15,Ambient,Ulv,3,7,79.22602026,4.384847904,Net Photosynthesis,Net PhotosynthesisAmbient,U3_AL,U3_L,U3
706,42,U3_AL_42,42,315.15,Ambient,Ulv,3,7,-37.19974847,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,U3_AL,U3_L,U3
1583,16,U3_ND_16,16,289.15,Nutrient,Ulv,3,4,42.28721364,3.767857294,Respiration,RespirationNutrient,U3_ND,U3_D,U3
1584,20,U3_ND_20,20,293.15,Nutrient,Ulv,3,4,42.43722761,3.771316852,Respiration,RespirationNutrient,U3_ND,U3_D,U3
1585,22,U3_ND_22,22,295.15,Nutrient,Ulv,3,4,41.21667506,3.742815287,Respiration,RespirationNutrient,U3_ND,U3_D,U3
1586,24,U3_ND_24,24,297.15,Nutrient,Ulv,3,4,29.07721623,3.403767949,Respiration,RespirationNutrient,U3_ND,U3_D,U3
1587,26,U3_ND_26,26,299.15,Nutrient,Ulv,3,4,41.77482573,3.755949746,Respiration,RespirationNutrient,U3_ND,U3_D,U3
1588,28,U3_ND_28,28,301.15,Nutrient,Ulv,3,4,27.31774145,3.343488515,Respiration,RespirationNutrient,U3_ND,U3_D,U3
1589,30,U3_ND_30,30,303.15,Nutrient,Ulv,3,4,29.34551323,3.412648672,Respiration,RespirationNutrient,U3_ND,U3_D,U3
1590,32,U3_ND_32,32,305.15,Nutrient,Ulv,3,4,43.80154066,3.802242529,Respiration,RespirationNutrient,U3_ND,U3_D,U3
1591,34,U3_ND_34,34,307.15,Nutrient,Ulv,3,4,2.962686313,1.376922157,Respiration,RespirationNutrient,U3_ND,U3_D,U3
1592,36,U3_ND_36,36,309.15,Nutrient,Ulv,3,4,40.80808708,3.733089792,Respiration,RespirationNutrient,U3_ND,U3_D,U3
1593,39,U3_ND_39,39,312.15,Nutrient,Ulv,3,4,72.93297282,4.30315891,Respiration,RespirationNutrient,U3_ND,U3_D,U3
1594,42,U3_ND_42,42,315.15,Nutrient,Ulv,3,4,61.97086844,4.142672214,Respiration,RespirationNutrient,U3_ND,U3_D,U3
707,16,U4_AL_16,16,289.15,Ambient,Ulv,4,7,328.2796884,5.796907506,Net Photosynthesis,Net PhotosynthesisAmbient,U4_AL,U4_L,U4
708,20,U4_AL_20,20,293.15,Ambient,Ulv,4,7,487.0552498,6.190428616,Net Photosynthesis,Net PhotosynthesisAmbient,U4_AL,U4_L,U4
709,22,U4_AL_22,22,295.15,Ambient,Ulv,4,7,503.3157813,6.223202622,Net Photosynthesis,Net PhotosynthesisAmbient,U4_AL,U4_L,U4
710,24,U4_AL_24,24,297.15,Ambient,Ulv,4,7,482.2385528,6.18051043,Net Photosynthesis,Net PhotosynthesisAmbient,U4_AL,U4_L,U4
711,26,U4_AL_26,26,299.15,Ambient,Ulv,4,7,485.6927778,6.187633078,Net Photosynthesis,Net PhotosynthesisAmbient,U4_AL,U4_L,U4
